name,street,city,province,postal,full address,X,Y,date,link
Real Canadian Superstore,2430 Dougall Avenue,"Windsor, ON",Ontario,N8X 1T2,"2430 Dougall Avenue Windsor, ON N8X 1T2",42.2890479,-83.0222068,2021-04-13T14:53:25.449Z,https://covid-19.ontario.ca/vaccine-locations
Real Canadian Superstore,2549 Weston Road,"Toronto, ON",Ontario,M9N 2A7,"2549 Weston Road Toronto, ON M9N 2A7",43.7095985,-79.5337277,2021-04-13T14:53:25.400Z,https://covid-19.ontario.ca/vaccine-locations
Real Canadian Superstore,4371 Walker Road,"Windsor, ON",Ontario,N8W 3T6,"4371 Walker Road Windsor, ON N8W 3T6",42.2566152,-82.9681339,2021-04-13T14:53:25.449Z,https://covid-19.ontario.ca/vaccine-locations
Real Canadian Superstore,481 Gibb St.,"Oshawa, ON",Ontario,L1J 1Z4,"481 Gibb St. Oshawa, ON L1J 1Z4",43.8851513,-78.8780715,2021-04-13T14:53:25.312Z,https://covid-19.ontario.ca/vaccine-locations
Real Canadian Superstore,820 Main St. East,"Milton, ON",Ontario,L9T 0J4,"820 Main St. East Milton, ON L9T 0J4",43.5254047,-79.8662586,2021-04-13T14:53:25.261Z,https://covid-19.ontario.ca/vaccine-locations
Real Canadian Superstore,825 Don Mills Road,"Toronto, ON",Ontario,M3C 1V4,"825 Don Mills Road Toronto, ON M3C 1V4",43.7227042,-79.3375083,2021-04-13T14:53:25.400Z,https://covid-19.ontario.ca/vaccine-locations
Real Canadian Superstore,825 Oxford St. East,"London, ON",Ontario,N5Y 3J8,"825 Oxford St. East London, ON N5Y 3J8",43.0016699,-81.2271209,2021-04-13T14:53:25.242Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,,"Nepean, ON",Ontario,K2G 1V7,"Nepean, ON K2G 1V7",45.3499408,-75.7604417,2021-04-13T14:53:25.287Z,https://covid-19.ontario.ca/vaccine-locations
Rexall Dell Pharmacy,730 Upper James St.,"Hamilton, ON",Ontario,L9C 2Z9,"730 Upper James St. Hamilton, ON L9C 2Z9",43.2309821,-79.8812206,2021-04-13T14:53:25.197Z,https://covid-19.ontario.ca/vaccine-locations
Rexall Pharma Plus,438 King Street West,"Oshawa, ON",Ontario,L1J 2K9,"438 King Street West Oshawa, ON L1J 2K9",43.8944109,-78.8804152,2021-04-13T14:53:25.312Z,https://covid-19.ontario.ca/vaccine-locations
Rexall Pharma Plus,567 Essa Road,"Barrie, ON",Ontario,L4N 6A9,"567 Essa Road Barrie, ON L4N 6A9",44.3370812,-79.710627,2021-04-13T14:53:25.100Z,https://covid-19.ontario.ca/vaccine-locations
Rexall Pharma Plus,7975 Yonge Street,"Innisfil, ON",Ontario,L9S 1A8,"7975 Yonge Street Innisfil, ON L9S 1A8",44.3277427,-79.6194167,2021-04-13T14:53:25.204Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,"1 First Canadian Place, Unit # CN1038","Toronto, ON",Ontario,M5X 1C8,"1 First Canadian Place, Unit # CN1038 Toronto, ON M5X 1C8",43.6486111,-79.3816667,2021-04-13T14:53:25.408Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1 Promenade Circle Unit 183,"Thornhill, ON",Ontario,L4J 4P8,"1 Promenade Circle Unit 183 Thornhill, ON L4J 4P8",43.8064592,-79.4524571,2021-04-13T14:53:25.376Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,10035 Hurontario Street Units 13-15,"Brampton, ON",Ontario,L6Z 0E6,"10035 Hurontario Street Units 13-15 Brampton, ON L6Z 0E6",43.706743,-79.786987,2021-04-13T14:53:25.130Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1011 Victoria St.,"Petawawa, ON",Ontario,K8H 2E2,"1011 Victoria St. Petawawa, ON K8H 2E2",45.898946,-77.2821076,2021-04-13T14:53:25.325Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1036 Princess Street,"Kingston, ON",Ontario,K7L 1H2,"1036 Princess Street Kingston, ON K7L 1H2",44.2419276,-76.5156591,2021-04-13T14:53:25.218Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,109 Dundas St. East,"Trenton, ON",Ontario,K8V 1L1,"109 Dundas St. East Trenton, ON K8V 1L1",44.104481,-77.5690616,2021-04-13T14:53:25.431Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,110 Place D'Orleans Drive Unit 160,"Orleans, ON",Ontario,K1C 2L9,"110 Place D'Orleans Drive Unit 160 Orleans, ON K1C 2L9",45.4781702,-75.5155527,2021-04-13T14:53:25.309Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1100 Pembroke St. East,"Pembroke, ON",Ontario,K8A 6Y7,"1100 Pembroke St. East Pembroke, ON K8A 6Y7",45.8209004,-77.0844587,2021-04-13T14:53:25.324Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1115 Wilson Avenue,"Toronto, ON",Ontario,M3M 1H2,"1115 Wilson Avenue Toronto, ON M3M 1H2",43.725741,-79.4830004,2021-04-13T14:53:25.408Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1116 Sutton St.,"Kincardine, ON",Ontario,N2Z 2C6,"1116 Sutton St. Kincardine, ON N2Z 2C6",44.1799938,-81.6162663,2021-04-13T14:53:25.211Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1119 Fennell Avenue,"Hamilton, ON",Ontario,L8T 1S2,"1119 Fennell Avenue Hamilton, ON L8T 1S2",43.2260651,-79.8278359,2021-04-13T14:53:25.197Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1127 Markham Road,"Scarborough, ON",Ontario,M1H 2Y5,"1127 Markham Road Scarborough, ON M1H 2Y5",43.7754702,-79.2305767,2021-04-13T14:53:25.353Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1154 Chemong Road,"Peterborough, ON",Ontario,K9H 7J6,"1154 Chemong Road Peterborough, ON K9H 7J6",44.3293054,-78.3392465,2021-04-13T14:53:25.327Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,"1160 Beaverwood Box 370 Station Main Manotick, ON","Road, PO",Ontario,K4M 1A3,"1160 Beaverwood Box 370 Station Main Manotick, ON Road, PO K4M 1A3",45.2235963,-75.6847232,2021-04-13T14:53:25.252Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,"120 Adelaide Street West, Unit R28","Toronto, ON",Ontario,M5H 1T1,"120 Adelaide Street West, Unit R28 Toronto, ON M5H 1T1",43.6497566,-79.3830492,2021-04-13T14:53:25.406Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1215 Ouellette Avenue,"Windsor, ON",Ontario,N8X 1J3,"1215 Ouellette Avenue Windsor, ON N8X 1J3",42.3048973,-83.0314803,2021-04-13T14:53:25.449Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,123 Main Street,"Erin, ON",Ontario,N0B 1T0,"123 Main Street Erin, ON N0B 1T0",43.7709283,-80.0643303,2021-04-13T14:53:25.162Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1235 Wilson Avenue,"Toronto, ON",Ontario,M3M 0B2,"1235 Wilson Avenue Toronto, ON M3M 0B2",43.7237804,-79.4887557,2021-04-13T14:53:25.401Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1240 Commissioners Road West,"London, ON",Ontario,N6K 1C7,"1240 Commissioners Road West London, ON N6K 1C7",42.9579407,-81.3314324,2021-04-13T14:53:25.244Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1240 Eglinton Avenue West Unit B7,"Mississauga, ON",Ontario,L5V 1N3,"1240 Eglinton Avenue West Unit B7 Mississauga, ON L5V 1N3",43.5795537,-79.6816002,2021-04-13T14:53:25.269Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1245 Dupont Street,"Toronto, ON",Ontario,M6H 2A6,"1245 Dupont Street Toronto, ON M6H 2A6",43.6676544,-79.4420834,2021-04-13T14:53:25.407Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,126 Queenston Road,"Hamilton, ON",Ontario,L8K 1G4,"126 Queenston Road Hamilton, ON L8K 1G4",43.2353365,-79.7981103,2021-04-13T14:53:25.195Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,13291 Yonge St. Richmond,"Hill, ON",Ontario,L4E 4L6,"13291 Yonge St. Richmond Hill, ON L4E 4L6",43.9517893,-79.4555338,2021-04-13T14:53:25.339Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1375 Beaverbrook Ave.,"London, ON",Ontario,N6H 0J1,"1375 Beaverbrook Ave. London, ON N6H 0J1",42.9896891,-81.2966989,2021-04-13T14:53:25.243Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1375 Southdown Road Unit 1,"Mississauga, ON",Ontario,L5J 2Z1,"1375 Southdown Road Unit 1 Mississauga, ON L5J 2Z1",43.5194199,-79.639244,2021-04-13T14:53:25.268Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1395 Upper Ottawa Street,"Hamilton, ON",Ontario,L8W 3L5,"1395 Upper Ottawa Street Hamilton, ON L8W 3L5",43.199548,-79.8396527,2021-04-13T14:53:25.196Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1405 Ottawa Street North Unit 16,"Kitchener, ON",Ontario,N2A 3Z1,"1405 Ottawa Street North Unit 16 Kitchener, ON N2A 3Z1",43.4562537,-80.4296965,2021-04-13T14:53:25.230Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,142 Progress Crescent,"Kapuskasing, ON",Ontario,P5N 3H6,"142 Progress Crescent Kapuskasing, ON P5N 3H6",49.4251897,-82.4294117,2021-04-13T14:53:25.209Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,149 Young Street,"Alliston, ON",Ontario,L9R 2A9,"149 Young Street Alliston, ON L9R 2A9",44.1469615,-79.8859886,2021-04-13T14:53:25.078Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1505 Highbury Ave. North,"London, ON",Ontario,N5Y 0A9,"1505 Highbury Ave. North London, ON N5Y 0A9",43.0316543,-81.2223217,2021-04-13T14:53:25.242Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1507 Ninth Ave. East Owen,"Sound, ON",Ontario,N4K 3E9,"1507 Ninth Ave. East Owen Sound, ON N4K 3E9",44.570175,-80.9275997,2021-04-13T14:53:25.322Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1593 Adelaide St. North,"London, ON",Ontario,N5X 4E8,"1593 Adelaide St. North London, ON N5X 4E8",43.0371488,-81.2567598,2021-04-13T14:53:25.243Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,160 Elgin St.,"Ottawa, ON",Ontario,K2P 2C4,"160 Elgin St. Ottawa, ON K2P 2C4",45.4197298,-75.6928678,2021-04-13T14:53:25.318Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1615 Orleans Boulevard,"Orleans, ON",Ontario,K1C 7E2,"1615 Orleans Boulevard Orleans, ON K1C 7E2",45.4604249,-75.5247209,2021-04-13T14:53:25.309Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,16900 Yonge Street,"Newmarket, ON",Ontario,L3Y 0A3,"16900 Yonge Street Newmarket, ON L3Y 0A3",44.0397425,-79.4776392,2021-04-13T14:53:25.291Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1725 Walkley Road Unit C,"Ottawa, ON",Ontario,K1V 2P6,"1725 Walkley Road Unit C Ottawa, ON K1V 2P6",45.3778586,-75.6459656,2021-04-13T14:53:25.318Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,173 Dundas St. East,"Belleville, ON",Ontario,K8N 1C9,"173 Dundas St. East Belleville, ON K8N 1C9",44.1618452,-77.3717408,2021-04-13T14:53:25.108Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,174 Albert St. South,"Southampton, ON",Ontario,N0H 2L0,"174 Albert St. South Southampton, ON N0H 2L0",44.4893069,-81.3757291,2021-04-13T14:53:25.364Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1795 Ernest Ave.,"London, ON",Ontario,N6E 2V5,"1795 Ernest Ave. London, ON N6E 2V5",42.9420215,-81.2372115,2021-04-13T14:53:25.243Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1822 Whites Road Unit 28,"Pickering, ON",Ontario,L1V 4M1,"1822 Whites Road Unit 28 Pickering, ON L1V 4M1",43.8301982,-79.1220416,2021-04-13T14:53:25.329Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1900 Dixie Road,"Pickering, ON",Ontario,L1V 6M4,"1900 Dixie Road Pickering, ON L1V 6M4",43.8422443,-79.1052941,2021-04-13T14:53:25.329Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1975 Bancroft Drive,"Sudbury, ON",Ontario,P3B 1T1,"1975 Bancroft Drive Sudbury, ON P3B 1T1",46.4902559,-80.9353649,2021-04-13T14:53:25.372Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,1980 Ogilvie Road Unit 144,"Gloucester, ON",Ontario,K1J 9L3,"1980 Ogilvie Road Unit 144 Gloucester, ON K1J 9L3",45.4325275,-75.6098258,2021-04-13T14:53:25.183Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,"199 Bay Street, Unit C186","Toronto, ON",Ontario,M5L 1E7,"199 Bay Street, Unit C186 Toronto, ON M5L 1E7",43.6481342,-79.3794903,2021-04-13T14:53:25.404Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2 Elgin Park Drive Unit C,"Uxbridge, ON",Ontario,L9P 0B1,"2 Elgin Park Drive Unit C Uxbridge, ON L9P 0B1",44.0960415,-79.1275992,2021-04-13T14:53:25.433Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2 King St. West Unit 18,"Hamilton, ON",Ontario,L8P 1A1,"2 King St. West Unit 18 Hamilton, ON L8P 1A1",43.258269,-79.87306,2021-04-13T14:53:25.195Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,"2 St. Clair Avenue East, Unit C001","Toronto, ON",Ontario,M4T 2T5,"2 St. Clair Avenue East, Unit C001 Toronto, ON M4T 2T5",43.6884661,-79.3938,2021-04-13T14:53:25.405Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,"200 Wellington Street West, Unit 200","Toronto, ON",Ontario,M5V 3C7,"200 Wellington Street West, Unit 200 Toronto, ON M5V 3C7",43.6459076,-79.3878224,2021-04-13T14:53:25.406Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2100 Bovaird Dr Brampton Civic Hospital,"Brampton, ON",Ontario,L6R 3J7,"2100 Bovaird Dr Brampton Civic Hospital Brampton, ON L6R 3J7",43.747466,-79.743223,2021-04-13T14:53:25.129Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2144 Robertson Road,"Nepean, ON",Ontario,K2H 5Z1,"2144 Robertson Road Nepean, ON K2H 5Z1",45.320755,-75.8358271,2021-04-13T14:53:25.288Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,215 Pembroke St. East,"Pembroke, ON",Ontario,K8A 3J8,"215 Pembroke St. East Pembroke, ON K8A 3J8",45.8274408,-77.1094758,2021-04-13T14:53:25.324Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,22 Baskin Drive East,"Arnprior, ON",Ontario,K7S 3G8,"22 Baskin Drive East Arnprior, ON K7S 3G8",45.4239485,-76.3669273,2021-04-13T14:53:25.087Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2201 Brant Street,"Burlington, ON",Ontario,L7P 3N8,"2201 Brant Street Burlington, ON L7P 3N8",43.3564259,-79.8419291,2021-04-13T14:53:25.145Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,224 Highland St.,"Haliburton, ON",Ontario,K0M 1S0,"224 Highland St. Haliburton, ON K0M 1S0",45.046088,-78.5081119,2021-04-13T14:53:25.193Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,227 Vodden St. East,"Brampton, ON",Ontario,L6V 1N2,"227 Vodden St. East Brampton, ON L6V 1N2",43.7034249,-79.7570735,2021-04-13T14:53:25.128Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2300 Yonge Street,"Toronto, ON",Ontario,M4P 1E4,"2300 Yonge Street Toronto, ON M4P 1E4",43.7072693,-79.3996009,2021-04-13T14:53:25.407Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,240 Harwood Ave. South,"Ajax, ON",Ontario,L1S 2H6,"240 Harwood Ave. South Ajax, ON L1S 2H6",43.8480683,-79.0212747,2021-04-13T14:53:25.071Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,240 Montreal Street,"Kingston, ON",Ontario,K7K 3G8,"240 Montreal Street Kingston, ON K7K 3G8",44.2384629,-76.4857377,2021-04-13T14:53:25.218Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,240 Sparks Street,"Ottawa, ON",Ontario,K1P 6C9,"240 Sparks Street Ottawa, ON K1P 6C9",45.4202971,-75.702403,2021-04-13T14:53:25.319Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2400 Guelph Line,"Burlington, ON",Ontario,L7P 4M7,"2400 Guelph Line Burlington, ON L7P 4M7",43.3744364,-79.8363271,2021-04-13T14:53:25.144Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2441 Lakeshore Road West Unit 2,"Oakville, ON",Ontario,L6L 1H6,"2441 Lakeshore Road West Unit 2 Oakville, ON L6L 1H6",43.3954137,-79.7122048,2021-04-13T14:53:25.304Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,250 The East Mall,"Etobicoke, ON",Ontario,M9B 3Y8,"250 The East Mall Etobicoke, ON M9B 3Y8",43.6324095,-79.5564805,2021-04-13T14:53:25.170Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,"250 University Avenue, Unit 120","Toronto, ON",Ontario,M5H 3E5,"250 University Avenue, Unit 120 Toronto, ON M5H 3E5",43.6505493,-79.3870518,2021-04-13T14:53:25.406Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,250 Wincott Drive,"Weston, ON",Ontario,M9R 2R5,"250 Wincott Drive Weston, ON M9R 2R5",43.679583,-79.5466,2021-04-13T14:53:25.443Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2525 Carling Avenue,"Ottawa, ON",Ontario,K2B 7Z2,"2525 Carling Avenue Ottawa, ON K2B 7Z2",45.364982,-75.7857631,2021-04-13T14:53:25.319Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,265 Eramosa Road,"Guelph, ON",Ontario,N1E 2M7,"265 Eramosa Road Guelph, ON N1E 2M7",43.5572344,-80.248455,2021-04-13T14:53:25.190Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,2682 Eglinton Avenue East,"Scarborough, ON",Ontario,M1K 2S3,"2682 Eglinton Avenue East Scarborough, ON M1K 2S3",43.7373179,-79.2494319,2021-04-13T14:53:25.352Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,285 Spadina Avenue,"Toronto, ON",Ontario,M5T 2E6,"285 Spadina Avenue Toronto, ON M5T 2E6",43.6532479,-79.3978375,2021-04-13T14:53:25.402Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,288 Sheppard Avenue East,"Willowdale, ON",Ontario,M2N 3B1,"288 Sheppard Avenue East Willowdale, ON M2N 3B1",43.7645963,-79.3980702,2021-04-13T14:53:25.446Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,30 Pearl St. West,"Brockville, ON",Ontario,K6V 4B5,"30 Pearl St. West Brockville, ON K6V 4B5",44.5927139,-75.6877142,2021-04-13T14:53:25.142Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,300 Eagleson Road,"Kanata, ON",Ontario,K2M 1C9,"300 Eagleson Road Kanata, ON K2M 1C9",45.3023709,-75.8777644,2021-04-13T14:53:25.206Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,3010 Thomas St.,"Mississauga, ON",Ontario,L5M 0R4,"3010 Thomas St. Mississauga, ON L5M 0R4",43.5603016,-79.7337249,2021-04-13T14:53:25.268Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,3080 Highway 69 North Val,"Caron, ON",Ontario,P3N 1N7,"3080 Highway 69 North Val Caron, ON P3N 1N7",46.612467,-81.006342,2021-04-13T14:53:25.434Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,310 Garrison Road Unit C Fort,"Erie, ON",Ontario,L2A 1M7,"310 Garrison Road Unit C Fort Erie, ON L2A 1M7",42.9051171,-78.9256419,2021-04-13T14:53:25.178Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,3100 Dixie Road,"Mississauga, ON",Ontario,L4Y 2A0,"3100 Dixie Road Mississauga, ON L4Y 2A0",43.6094773,-79.5865477,2021-04-13T14:53:25.269Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,320 Bayfield St.,"Barrie, ON",Ontario,L4M 3B9,"320 Bayfield St. Barrie, ON L4M 3B9",44.4000457,-79.7028251,2021-04-13T14:53:25.100Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,3221 Derry Road West Unit 16,"Mississauga, ON",Ontario,L5N 7L7,"3221 Derry Road West Unit 16 Mississauga, ON L5N 7L7",43.5837857,-79.7784483,2021-04-13T14:53:25.268Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,324 Highland Road West,"Kitchener, ON",Ontario,N2M 5G2,"324 Highland Road West Kitchener, ON N2M 5G2",43.4391888,-80.5095363,2021-04-13T14:53:25.230Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,325 Moore Avenue,"Toronto, ON",Ontario,M4G 3T6,"325 Moore Avenue Toronto, ON M4G 3T6",43.6966927,-79.369391,2021-04-13T14:53:25.401Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,339 Raglan St.,"Renfrew, ON",Ontario,K7V 1R6,"339 Raglan St. Renfrew, ON K7V 1R6",45.4702113,-76.6812239,2021-04-13T14:53:25.335Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,3402 Yonge Street,"Toronto, ON",Ontario,M4N 2M9,"3402 Yonge Street Toronto, ON M4N 2M9",43.7330711,-79.4042829,2021-04-13T14:53:25.402Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,"345 Bloor Street, Unit 3","Toronto, ON",Ontario,M4W 1H7,"345 Bloor Street, Unit 3 Toronto, ON M4W 1H7",43.6719243,-79.3782579,2021-04-13T14:53:25.402Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,350 Conestoga Boulevard,"Cambridge, ON",Ontario,N1R 7L7,"350 Conestoga Boulevard Cambridge, ON N1R 7L7",43.3903468,-80.3143557,2021-04-13T14:53:25.149Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,353 Duckworth St.,"Barrie, ON",Ontario,L4M 3X8,"353 Duckworth St. Barrie, ON L4M 3X8",44.4075607,-79.673014,2021-04-13T14:53:25.099Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,3555 Don Mills Road,"Willowdale, ON",Ontario,M2H 3N3,"3555 Don Mills Road Willowdale, ON M2H 3N3",43.7942471,-79.3532388,2021-04-13T14:53:25.446Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,3607 Sheppard Avenue East,"Scarborough, ON",Ontario,M1T 3K8,"3607 Sheppard Avenue East Scarborough, ON M1T 3K8",43.7804383,-79.2982782,2021-04-13T14:53:25.353Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,3701 Lake Shore Boulevard West,"Toronto, ON",Ontario,M8W 1P8,"3701 Lake Shore Boulevard West Toronto, ON M8W 1P8",43.5930846,-79.5384814,2021-04-13T14:53:25.403Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,372 Queen St. East,"Acton, ON",Ontario,L7J 2Y5,"372 Queen St. East Acton, ON L7J 2Y5",43.6381435,-80.0254591,2021-04-13T14:53:25.060Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,377 Burnamthorpe Road East,"Mississauga, ON",Ontario,L5A 3Y1,"377 Burnamthorpe Road East Mississauga, ON L5A 3Y1",43.602649,-79.6261679,2021-04-13T14:53:25.269Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,379 Springbank Ave. North,"Woodstock, ON",Ontario,N4T 1H3,"379 Springbank Ave. North Woodstock, ON N4T 1H3",43.1462285,-80.7376451,2021-04-13T14:53:25.459Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,3840 Howard Avenue,"Windsor, ON",Ontario,N9E 3N9,"3840 Howard Avenue Windsor, ON N9E 3N9",42.2591138,-82.9949896,2021-04-13T14:53:25.449Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,3900 Rutherford Road,"Woodbridge, ON",Ontario,L4H 3G8,"3900 Rutherford Road Woodbridge, ON L4H 3G8",43.8265924,-79.5553829,2021-04-13T14:53:25.458Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,399 King Street,"Welland, ON",Ontario,L3B 3K4,"399 King Street Welland, ON L3B 3K4",42.9829858,-79.2517225,2021-04-13T14:53:25.442Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,401 St. Clair Street,"Chatham, ON",Ontario,N7L 3K3,"401 St. Clair Street Chatham, ON N7L 3K3",42.4147854,-82.1991911,2021-04-13T14:53:25.151Z,https://covid-19.ontario.ca/vaccine-locations
Rexall,4040 Finch Avenue East,"Scarborough, ON",Ontario,M1S 4V5,"4040 Finch Avenue East Scarborough, ON M1S 4V5",43.802426,-79.2938831,2021-04-13T14:53:25.352Z,https://covid-19.ontario.ca/vaccine-locations
