name,street,city,province,postal,full address,X,Y,date,link
Shoppers Drug Mart,661 Upper James St.,"Hamilton, ON",Ontario,L9C 5R8,"661 Upper James St. Hamilton, ON L9C 5R8",43.2370533,-79.8772574,2021-04-13T14:53:25.198Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,666 Burnhamthorpe Road,"Etobicoke, ON",Ontario,M9C 2Z4,"666 Burnhamthorpe Road Etobicoke, ON M9C 2Z4",43.6413056,-79.5773763,2021-04-13T14:53:25.171Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,680 Eagleson Road,"Kanata, ON",Ontario,K2M 2G9,"680 Eagleson Road Kanata, ON K2M 2G9",45.2873726,-75.8684677,2021-04-13T14:53:25.207Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,681 Algonquin Boulevard East Unit 5,"Timmins, ON",Ontario,P4N 8S6,"681 Algonquin Boulevard East Unit 5 Timmins, ON P4N 8S6",48.475925,-81.3157104,2021-04-13T14:53:25.379Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,685 McCowan Road,"Scarborough, ON",Ontario,M1J 1K2,"685 McCowan Road Scarborough, ON M1J 1K2",43.7546876,-79.2446318,2021-04-13T14:53:25.354Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,69 King Street East,"Harrow, ON",Ontario,N0R 1G0,"69 King Street East Harrow, ON N0R 1G0",42.0351939,-82.9161605,2021-04-13T14:53:25.201Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,69 Yonge Street,"Toronto, ON",Ontario,M5E 1K3,"69 Yonge Street Toronto, ON M5E 1K3",43.649001,-79.3776402,2021-04-13T14:53:25.418Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,6951 Derry Road West,"Milton, ON",Ontario,L9T 7H5,"6951 Derry Road West Milton, ON L9T 7H5",43.4975595,-79.8740899,2021-04-13T14:53:25.262Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,70 Eglinton Square Boulevard,"Toronto, ON",Ontario,M1L 2K1,"70 Eglinton Square Boulevard Toronto, ON M1L 2K1",43.723647,-79.30042,2021-04-13T14:53:25.410Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,700 Burnhamthorpe Road East,"Mississauga, ON",Ontario,L4Y 2X3,"700 Burnhamthorpe Road East Mississauga, ON L4Y 2X3",43.607815,-79.6176618,2021-04-13T14:53:25.274Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,7060 Warden Avenue,"Markham, ON",Ontario,L3R 5Y2,"7060 Warden Avenue Markham, ON L3R 5Y2",43.8216551,-79.3268171,2021-04-13T14:53:25.257Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,7070 Mclaughlin Road,"Mississauga, ON",Ontario,L5W 1W7,"7070 Mclaughlin Road Mississauga, ON L5W 1W7",43.6367569,-79.71948,2021-04-13T14:53:25.278Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,710 Tower Street South,"Fergus, ON",Ontario,N1M 2R3,"710 Tower Street South Fergus, ON N1M 2R3",43.698977,-80.3708237,2021-04-13T14:53:25.177Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,7205 Goreway Drive,"Mississauga, ON",Ontario,L4T 2T9,"7205 Goreway Drive Mississauga, ON L4T 2T9",43.7182841,-79.6374099,2021-04-13T14:53:25.277Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,7235 Bellshire Gate,"Mississauga, ON",Ontario,L5N 8A2,"7235 Bellshire Gate Mississauga, ON L5N 8A2",43.6217422,-79.7430545,2021-04-13T14:53:25.277Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,725 College Street,"Toronto, ON",Ontario,M6G 1C5,"725 College Street Toronto, ON M6G 1C5",43.654263,-79.4189143,2021-04-13T14:53:25.417Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,75 Centennial Parkway North,"Hamilton, ON",Ontario,L8E 2P2,"75 Centennial Parkway North Hamilton, ON L8E 2P2",43.2311747,-79.7655715,2021-04-13T14:53:25.200Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,755 Danforth Avenue,"Toronto, ON",Ontario,M4J 1L2,"755 Danforth Avenue Toronto, ON M4J 1L2",43.6791604,-79.3422515,2021-04-13T14:53:25.421Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,759 Mount Pleasant Road,"Toronto, ON",Ontario,M4S 2N4,"759 Mount Pleasant Road Toronto, ON M4S 2N4",43.7077315,-79.3895818,2021-04-13T14:53:25.421Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,761 King Street West,"Toronto, ON",Ontario,M5V 1N4,"761 King Street West Toronto, ON M5V 1N4",43.6431005,-79.4058916,2021-04-13T14:53:25.417Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,770 Lawrence Avenue West North,"York, ON",Ontario,M6A 3C6,"770 Lawrence Avenue West North York, ON M6A 3C6",43.7151956,-79.4524299,2021-04-13T14:53:25.301Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,7700 Markham Road,"Markham, ON",Ontario,L3S 3K5,"7700 Markham Road Markham, ON L3S 3K5",43.8538794,-79.2572371,2021-04-13T14:53:25.256Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,7720 Tecumseh Road East,"Windsor, ON",Ontario,N8T 1E9,"7720 Tecumseh Road East Windsor, ON N8T 1E9",42.3149785,-82.9349425,2021-04-13T14:53:25.454Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,775 Strand Boulevard,"Kingston, ON",Ontario,K7P 2S7,"775 Strand Boulevard Kingston, ON K7P 2S7",44.2518053,-76.5931267,2021-04-13T14:53:25.221Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,784 Taunton Road East,"Oshawa, ON",Ontario,L1K 1B7,"784 Taunton Road East Oshawa, ON L1K 1B7",43.9399235,-78.8514467,2021-04-13T14:53:25.313Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,797 Princess Street,"Kingston, ON",Ontario,K7L 1G1,"797 Princess Street Kingston, ON K7L 1G1",44.2394846,-76.5071202,2021-04-13T14:53:25.220Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,7980 Menard Street,"Windsor, ON",Ontario,N8S 1V9,"7980 Menard Street Windsor, ON N8S 1V9",42.3339249,-82.943351,2021-04-13T14:53:25.453Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,800 Niagara Street North Unit H2,"Welland, ON",Ontario,L3C 5Z4,"800 Niagara Street North Unit H2 Welland, ON L3C 5Z4",43.0151667,-79.2497961,2021-04-13T14:53:25.442Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,8000 Bathurst Street,"Thornhill, ON",Ontario,L4J 0B8,"8000 Bathurst Street Thornhill, ON L4J 0B8",43.8158977,-79.4520688,2021-04-13T14:53:25.377Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,801 Mohawk Road West,"Hamilton, ON",Ontario,L9C 6C2,"801 Mohawk Road West Hamilton, ON L9C 6C2",43.2330512,-79.9230305,2021-04-13T14:53:25.199Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,812 O'Connor Drive,"Toronto, ON",Ontario,M4B 2S9,"812 O'Connor Drive Toronto, ON M4B 2S9",43.7058539,-79.3128279,2021-04-13T14:53:25.413Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,823 Highway 15,"Kingston, ON",Ontario,K7L 4V3,"823 Highway 15 Kingston, ON K7L 4V3",44.2553138,-76.4599028,2021-04-13T14:53:25.223Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,85 Bolton St.,"Bobcaygeon, ON",Ontario,K0M 1A0,"85 Bolton St. Bobcaygeon, ON K0M 1A0",44.5360708,-78.5443165,2021-04-13T14:53:25.111Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"85 Ellesmere Road, Unit 31","Scarborough, ON",Ontario,M1R 4B7,"85 Ellesmere Road, Unit 31 Scarborough, ON M1R 4B7",43.7570595,-79.3134587,2021-04-13T14:53:25.356Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,8601 Warden Avenue,"Markham, ON",Ontario,L3R 8W3,"8601 Warden Avenue Markham, ON L3R 8W3",43.8584054,-79.3333535,2021-04-13T14:53:25.257Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,8965 Chinguacousy Road,"Brampton, ON",Ontario,L6Y 0J2,"8965 Chinguacousy Road Brampton, ON L6Y 0J2",43.6659871,-79.7798059,2021-04-13T14:53:25.134Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,90 Bowes Street Parry,"Sound, ON",Ontario,P2A 2L7,"90 Bowes Street Parry Sound, ON P2A 2L7",45.3435966,-80.0149176,2021-04-13T14:53:25.323Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,901 Red River Road Thunder,"Bay, ON",Ontario,P7B 1K3,"901 Red River Road Thunder Bay, ON P7B 1K3",48.4468575,-89.2501186,2021-04-13T14:53:25.379Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"91 Rylander Boulevard, Unit 1022","Scarborough, ON",Ontario,M1B 5M5,"91 Rylander Boulevard, Unit 1022 Scarborough, ON M1B 5M5",43.7971562,-79.1510611,2021-04-13T14:53:25.358Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,910 Dundas Street West,"Whitby, ON",Ontario,L1P 1P7,"910 Dundas Street West Whitby, ON L1P 1P7",43.8761097,-78.9642646,2021-04-13T14:53:25.445Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,9186 Highway 93,"Midland, ON",Ontario,L4R 4K4,"9186 Highway 93 Midland, ON L4R 4K4",44.7176023,-79.8972373,2021-04-13T14:53:25.261Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,920 Southdown Road,"Mississauga, ON",Ontario,L5J 2Y4,"920 Southdown Road Mississauga, ON L5J 2Y4",43.5076549,-79.6311264,2021-04-13T14:53:25.271Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,9200 Dufferin Street,"Vaughan, ON",Ontario,L4K 0C6,"9200 Dufferin Street Vaughan, ON L4K 0C6",43.8419304,-79.4834832,2021-04-13T14:53:25.435Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,9200 Weston Road Bldg C,"Woodbridge, ON",Ontario,L4H 2P8,"9200 Weston Road Bldg C Woodbridge, ON L4H 2P8",43.8274511,-79.5578854,2021-04-13T14:53:25.458Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,9255 Woodbine Ave.,"Markham, ON",Ontario,L6C 1Y9,"9255 Woodbine Ave. Markham, ON L6C 1Y9",43.869484,-79.3616919,2021-04-13T14:53:25.256Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,930 North Park Drive,"Brampton, ON",Ontario,L6S 3Y5,"930 North Park Drive Brampton, ON L6S 3Y5",43.7346054,-79.7444674,2021-04-13T14:53:25.133Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,9306 Bathurst Street,"Vaughan, ON",Ontario,L6A 4N9,"9306 Bathurst Street Vaughan, ON L6A 4N9",43.8477124,-79.4613989,2021-04-13T14:53:25.435Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,"945 Gardiners Road, Unit L074","Kingston, ON",Ontario,K7M 7H4,"945 Gardiners Road, Unit L074 Kingston, ON K7M 7H4",44.2563363,-76.572171,2021-04-13T14:53:25.219Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,95 Williamson Drive West,"Ajax, ON",Ontario,L1T 0K9,"95 Williamson Drive West Ajax, ON L1T 0K9",43.8845018,-79.0461347,2021-04-13T14:53:25.076Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,958 Bloor Street West,"Toronto, ON",Ontario,M6H 1L6,"958 Bloor Street West Toronto, ON M6H 1L6",43.6616319,-79.428763,2021-04-13T14:53:25.420Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,959 Dundas Street East,"Woodstock, ON",Ontario,N4S 1H2,"959 Dundas Street East Woodstock, ON N4S 1H2",43.1348419,-80.7326153,2021-04-13T14:53:25.460Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,970 Queen Street East,"Toronto, ON",Ontario,M4M 1J8,"970 Queen Street East Toronto, ON M4M 1J8",43.6612056,-79.3406589,2021-04-13T14:53:25.424Z,https://covid-19.ontario.ca/vaccine-locations
Shoppers Drug Mart,9980 Dufferin Street,"Maple, ON",Ontario,L6A 4K5,"9980 Dufferin Street Maple, ON L6A 4K5",43.8603425,-79.489283,2021-04-13T14:53:25.253Z,https://covid-19.ontario.ca/vaccine-locations
Simpson's Apothecary,233 King Street Unit 2 Niagara On The,"Lake, ON",Ontario,L0S 1J0,"233 King Street Unit 2 Niagara On The Lake, ON L0S 1J0",43.2540434,-79.0719516,2021-04-13T14:53:25.294Z,https://covid-19.ontario.ca/vaccine-locations
Simpson's Pharmacy,1882 Niagara Stone Road,"Virgil, ON",Ontario,L0S 1T0,"1882 Niagara Stone Road Virgil, ON L0S 1T0",43.2357129,-79.1055698,2021-04-13T14:53:25.437Z,https://covid-19.ontario.ca/vaccine-locations
Smallman Pharmacy,368 Main Street,"Haileybury, ON",Ontario,P0J 1K0,"368 Main Street Haileybury, ON P0J 1K0",47.4486836,-79.6337433,2021-04-13T14:53:25.193Z,https://covid-19.ontario.ca/vaccine-locations
Snowden Pharmacy,264 Bloor Street West,"Toronto, ON",Ontario,M5S 1V8,"264 Bloor Street West Toronto, ON M5S 1V8",43.6675767,-79.4002614,2021-04-13T14:53:25.427Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy Lakeshore,19 Amy Croft Drive,"Lakeshore, ON",Ontario,N9K 1C7,"19 Amy Croft Drive Lakeshore, ON N9K 1C7",42.3064882,-82.8675957,2021-04-13T14:53:25.235Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy Rosebury,145 Marlee Avenue,"Toronto, ON",Ontario,M6B 3H3,"145 Marlee Avenue Toronto, ON M6B 3H3",43.7028027,-79.4412533,2021-04-13T14:53:25.427Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,11700 Yonge St. Richmond,"Hill, ON",Ontario,L4E 3N6,"11700 Yonge St. Richmond Hill, ON L4E 3N6",43.9120398,-79.4491166,2021-04-13T14:53:25.340Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,1187 Fischer Hallman Road,"Kitchener, ON",Ontario,N2E 4H9,"1187 Fischer Hallman Road Kitchener, ON N2E 4H9",43.4055824,-80.5012615,2021-04-13T14:53:25.231Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,1250 Brant St.,"Burlington, ON",Ontario,L7P 1X8,"1250 Brant St. Burlington, ON L7P 1X8",43.3430212,-79.8289739,2021-04-13T14:53:25.147Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,1377 Wilson Road North,"Oshawa, ON",Ontario,L1K 2Z5,"1377 Wilson Road North Oshawa, ON L1K 2Z5",43.938853,-78.8585238,2021-04-13T14:53:25.313Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,1500 Upper Middle Road,"Oakville, ON",Ontario,L6J 4L3,"1500 Upper Middle Road Oakville, ON L6J 4L3",43.4380565,-79.741039,2021-04-13T14:53:25.306Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,15500 Bayview Ave.,"Aurora, ON",Ontario,L4G 7J1,"15500 Bayview Ave. Aurora, ON L4G 7J1",44.0119922,-79.4463034,2021-04-13T14:53:25.090Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,260 Kingston Road West,"Ajax, ON",Ontario,L1T 4E4,"260 Kingston Road West Ajax, ON L1T 4E4",43.8596564,-79.0371374,2021-04-13T14:53:25.077Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,307 Grand River Street North,"Paris, ON",Ontario,N3L 2N9,"307 Grand River Street North Paris, ON N3L 2N9",43.2126105,-80.3888156,2021-04-13T14:53:25.323Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,40 Melbourne Drive PO Box 1630,"Bradford, ON",Ontario,L3Z 2B1,"40 Melbourne Drive PO Box 1630 Bradford, ON L3Z 2B1",44.1096085,-79.5800977,2021-04-13T14:53:25.119Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,450 Columbia Street West,"Waterloo, ON",Ontario,N2T 2W1,"450 Columbia Street West Waterloo, ON N2T 2W1",43.4680008,-80.5684957,2021-04-13T14:53:25.441Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,5150 Innes Road,"Orleans, ON",Ontario,K4A 0G4,"5150 Innes Road Orleans, ON K4A 0G4",45.469773,-75.4553161,2021-04-13T14:53:25.310Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,5602 Tenth Line West,"Mississauga, ON",Ontario,L5M 7L9,"5602 Tenth Line West Mississauga, ON L5M 7L9",43.5591152,-79.7447193,2021-04-13T14:53:25.279Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,640 Parkside Drive,"Waterloo, ON",Ontario,N2L 0C7,"640 Parkside Drive Waterloo, ON N2L 0C7",43.4987928,-80.5495743,2021-04-13T14:53:25.441Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,700 Terry Fox Drive,"Kanata, ON",Ontario,K2L 4H4,"700 Terry Fox Drive Kanata, ON K2L 4H4",45.2916794,-75.8936843,2021-04-13T14:53:25.208Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,840 March Road,"Kanata, ON",Ontario,K2K 1X7,"840 March Road Kanata, ON K2K 1X7",45.3579397,-75.9337228,2021-04-13T14:53:25.208Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,8975 Chinguacousy Road,"Brampton, ON",Ontario,L6Y 0J2,"8975 Chinguacousy Road Brampton, ON L6Y 0J2",43.6667732,-79.7790614,2021-04-13T14:53:25.138Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,9200 Bathurst St.,"Vaughan, ON",Ontario,L4J 8W1,"9200 Bathurst St. Vaughan, ON L4J 8W1",43.8465781,-79.4600501,2021-04-13T14:53:25.436Z,https://covid-19.ontario.ca/vaccine-locations
Sobeys Pharmacy,977 Golf Links Road,"Ancaster, ON",Ontario,L9K 1K1,"977 Golf Links Road Ancaster, ON L9K 1K1",43.2282066,-79.9436102,2021-04-13T14:53:25.086Z,https://covid-19.ontario.ca/vaccine-locations
Springdale Pharmacy,630 Peter Robertson Blvd,"Brampton, ON",Ontario,L6R 1T4,"630 Peter Robertson Blvd Brampton, ON L6R 1T4",43.7405475,-79.7599989,2021-04-13T14:53:25.139Z,https://covid-19.ontario.ca/vaccine-locations
Springwater Pharmacy,1017 Carson Road,"Barrie, ON",Ontario,L4M 0K1,"1017 Carson Road Barrie, ON L4M 0K1",44.4278359,-79.7243663,2021-04-13T14:53:25.103Z,https://covid-19.ontario.ca/vaccine-locations
St Mary Pharmacy,95 Times Avenue Unit C2,"Thornhill, ON",Ontario,L3T 0A2,"95 Times Avenue Unit C2 Thornhill, ON L3T 0A2",43.8415785,-79.3905054,2021-04-13T14:53:25.377Z,https://covid-19.ontario.ca/vaccine-locations
Stirling Pharmacy,9 Tuftsville Road Unit D,"Stirling, ON",Ontario,K0K 3E0,"9 Tuftsville Road Unit D Stirling, ON K0K 3E0",44.2976921,-77.5430435,2021-04-13T14:53:25.367Z,https://covid-19.ontario.ca/vaccine-locations
Stittsville Whole Health Pharmacy,1609 Stittsville Main St. Unit C,"Ottawa, ON",Ontario,K2S 1B8,"1609 Stittsville Main St. Unit C Ottawa, ON K2S 1B8",45.2554602,-75.9162265,2021-04-13T14:53:25.320Z,https://covid-19.ontario.ca/vaccine-locations
Stouffville IDA Pharmacy,6212 Main St. Suite 102,"Stouffville, ON",Ontario,L4A 2S5,"6212 Main St. Suite 102 Stouffville, ON L4A 2S5",43.9711553,-79.2487128,2021-04-13T14:53:25.370Z,https://covid-19.ontario.ca/vaccine-locations
Stouffville Pharmasave,5892 Main St. Unit 208,"Stouffville, ON",Ontario,L4A 2S8,"5892 Main St. Unit 208 Stouffville, ON L4A 2S8",43.9693994,-79.2593867,2021-04-13T14:53:25.371Z,https://covid-19.ontario.ca/vaccine-locations
Supercare Pharmacy,410 Highway 8 Stoney,"Creek, ON",Ontario,L8G 1G2,"410 Highway 8 Stoney Creek, ON L8G 1G2",43.2181555,-79.7229733,2021-04-13T14:53:25.368Z,https://covid-19.ontario.ca/vaccine-locations
Superseven Pharmacy,2200 Brock Road Unit 15,"Pickering, ON",Ontario,L1X 2R2,"2200 Brock Road Unit 15 Pickering, ON L1X 2R2",43.8575678,-79.0802379,2021-04-13T14:53:25.330Z,https://covid-19.ontario.ca/vaccine-locations
Sutton Apothecary,121 High Street,"Sutton, ON",Ontario,L0E 1R0,"121 High Street Sutton, ON L0E 1R0",44.304173,-79.358766,2021-04-13T14:53:25.373Z,https://covid-19.ontario.ca/vaccine-locations
Symington Pharmacy,333 Symington Avenue,"Toronto, ON",Ontario,M6P 3X1,"333 Symington Avenue Toronto, ON M6P 3X1",43.6664699,-79.4512356,2021-04-13T14:53:25.427Z,https://covid-19.ontario.ca/vaccine-locations
The Drug Store Pharmacy,,"Nepean, ON",Ontario,K2H 5Y9,"Nepean, ON K2H 5Y9",45.3237828,-75.832851,2021-04-13T14:53:25.289Z,https://covid-19.ontario.ca/vaccine-locations
The Drug Store Pharmacy,1619 Orleans Boulevard,"Gloucester, ON",Ontario,K1C 7E2,"1619 Orleans Boulevard Gloucester, ON K1C 7E2",45.459603,-75.5241281,2021-04-13T14:53:25.184Z,https://covid-19.ontario.ca/vaccine-locations
The Drug Store Pharmacy,295 Queen St. East,"Brampton, ON",Ontario,L6W 3R1,"295 Queen St. East Brampton, ON L6W 3R1",43.7027877,-79.7378724,2021-04-13T14:53:25.139Z,https://covid-19.ontario.ca/vaccine-locations
The Drug Store Pharmacy,3201 Greenbank Road,"Ottawa, ON",Ontario,K2J 4H9,"3201 Greenbank Road Ottawa, ON K2J 4H9",45.2680519,-75.7434605,2021-04-13T14:53:25.321Z,https://covid-19.ontario.ca/vaccine-locations
The Drugstore Pharmacy,25 Ferrara Drive Smiths,"Falls, ON",Ontario,K7A 5K6,"25 Ferrara Drive Smiths Falls, ON K7A 5K6",44.8924731,-76.0267593,2021-04-13T14:53:25.363Z,https://covid-19.ontario.ca/vaccine-locations
The Drugstore Pharmacy,2681 Alta Vista Drive,"Ottawa, ON",Ontario,K1V 7T5,"2681 Alta Vista Drive Ottawa, ON K1V 7T5",45.3722133,-75.6630484,2021-04-13T14:53:25.321Z,https://covid-19.ontario.ca/vaccine-locations
The Drugstore Pharmacy,8601 Warden Ave.,"Markham, ON",Ontario,L3R 0B5,"8601 Warden Ave. Markham, ON L3R 0B5",43.8584054,-79.3333535,2021-04-13T14:53:25.259Z,https://covid-19.ontario.ca/vaccine-locations
The Drugstore Pharmacy,9325 Yonge St. Richmond,"Hill, ON",Ontario,L4C 1V4,"9325 Yonge St. Richmond Hill, ON L4C 1V4",43.8556555,-79.4317086,2021-04-13T14:53:25.340Z,https://covid-19.ontario.ca/vaccine-locations
The Drugstore Pharmcy,220 Royal York Road,"Etobicoke, ON",Ontario,M8V 2V7,"220 Royal York Road Etobicoke, ON M8V 2V7",43.6122327,-79.4978941,2021-04-13T14:53:25.174Z,https://covid-19.ontario.ca/vaccine-locations
The Medicine Shoppe Pharmacy,2600 Eglinton Avenue West,"Toronto, ON",Ontario,M6M 1T5,"2600 Eglinton Avenue West Toronto, ON M6M 1T5",43.6908356,-79.4729896,2021-04-13T14:53:25.428Z,https://covid-19.ontario.ca/vaccine-locations
The Medicine Shoppe Pharmacy,794 Sheppard Avenue East,"Toronto, ON",Ontario,M2K 1C3,"794 Sheppard Avenue East Toronto, ON M2K 1C3",43.7701502,-79.3748452,2021-04-13T14:53:25.427Z,https://covid-19.ontario.ca/vaccine-locations
Thornbury Pharmacy,45 Arthur Street West,"Thornbury, ON",Ontario,N0H 2P0,"45 Arthur Street West Thornbury, ON N0H 2P0",44.563073,-80.4559889,2021-04-13T14:53:25.374Z,https://covid-19.ontario.ca/vaccine-locations
Times Pharmacy,550 Highway 7 East Unit 95D Richmond,"Hill, ON",Ontario,L4B 3Z4,"550 Highway 7 East Unit 95D Richmond Hill, ON L4B 3Z4",43.8449491,-79.3835118,2021-04-13T14:53:25.340Z,https://covid-19.ontario.ca/vaccine-locations
Tobia's Guardian Pharmacy,12357 Highway 41,"Northbrook, ON",Ontario,K0H 2G0,"12357 Highway 41 Northbrook, ON K0H 2G0",44.7383505,-77.1610168,2021-04-13T14:53:25.303Z,https://covid-19.ontario.ca/vaccine-locations
Total Health Pharmacy,997 Gerrard Street East,"Toronto, ON",Ontario,M4M 1Z4,"997 Gerrard Street East Toronto, ON M4M 1Z4",43.6685011,-79.3380405,2021-04-13T14:53:25.428Z,https://covid-19.ontario.ca/vaccine-locations
Trailside Pharmacy,"6420 Beatty Line N, Suite 101","Fergus, ON",Ontario,N1M 2W3,"6420 Beatty Line N, Suite 101 Fergus, ON N1M 2W3",43.6990215,-80.3893792,2021-04-13T14:53:25.177Z,https://covid-19.ontario.ca/vaccine-locations
Truscott Pharmacy,2425 Truscott Drive,"Mississauga, ON",Ontario,L5J 2B4,"2425 Truscott Drive Mississauga, ON L5J 2B4",43.5124491,-79.6484562,2021-04-13T14:53:25.279Z,https://covid-19.ontario.ca/vaccine-locations
Unicare Pharmacy,3170 Lakeshore Boulevard West,"Etobicoke, ON",Ontario,M8V 3X8,"3170 Lakeshore Boulevard West Etobicoke, ON M8V 3X8",43.5983062,-79.5178809,2021-04-13T14:53:25.175Z,https://covid-19.ontario.ca/vaccine-locations
Uptown Apothecary,9325 Yonge Street Richmond,"Hill, ON",Ontario,L4C 0A8,"9325 Yonge Street Richmond Hill, ON L4C 0A8",43.8556555,-79.4317086,2021-04-13T14:53:25.342Z,https://covid-19.ontario.ca/vaccine-locations
Uptown Pharmacy,243 Eglinton Avenue West,"Toronto, ON",Ontario,M4R 1B1,"243 Eglinton Avenue West Toronto, ON M4R 1B1",43.7048167,-79.4066513,2021-04-13T14:53:25.428Z,https://covid-19.ontario.ca/vaccine-locations
Venice Pharmacy,3530 Rutherford Road Unit 76,"Vaughan, ON",Ontario,L4H 3T8,"3530 Rutherford Road Unit 76 Vaughan, ON L4H 3T8",43.828193,-79.549166,2021-04-13T14:53:25.436Z,https://covid-19.ontario.ca/vaccine-locations
Victoria Commons Pharmacy,"2555 Victoria Park Avenue, Unit 6 Sunday hours will open once vaccinations start and can extend other hours","Scarborough, ON",Ontario,M1T 1A3,"2555 Victoria Park Avenue, Unit 6 Sunday hours will open once vaccinations start and can extend other hours Scarborough, ON M1T 1A3",43.7728002,-79.3211165,2021-04-13T14:53:25.359Z,https://covid-19.ontario.ca/vaccine-locations
Victoria Park Pharmacy,1314 Victoria Park Avenue,"Toronto, ON",Ontario,M4B 2L4,"1314 Victoria Park Avenue Toronto, ON M4B 2L4",43.7139063,-79.2984113,2021-04-13T14:53:25.428Z,https://covid-19.ontario.ca/vaccine-locations
